time,id,latitude,longitude,counter
1,C300580,-22.915071,-43.360657,2
0,C302220,-22.985163,-43.207348,2
4,A481690,-22.923294,-43.197765,2
16,C300580,-22.913084,-43.36042,3
9,B255200,-22.9046,-43.1893,3
14,B115810,-22.8443,-43.3619,2
6,B516470,-22.8877,-43.2838,3
4,A412260,-22.964344,-43.217628,3
1,A020,-22.976721,-43.197144,3
0,A414440,-22.895576,-43.186653,3
0,B310250,-22.928,-43.177,3
1,A480500,-22.914719,-43.210236,3
0,A481830,-22.929834,-43.237476,3
0,B115740,-22.9041,-43.1871,3
0,B116320,-22.8718,-43.3405,3
0,C210430,-22.997953,-43.266178,3
4,B71103,-22.9048,-43.2648,3
0,C30150,-22.951729,-43.348053,3
1,B710920,-22.917,-43.2178,3
0,C302220,-22.985119,-43.209057,3
2,A481690,-22.921667,-43.197098,3
0,B116510,-22.877,-43.3367,3
4,A500080,-22.914576,-43.206264,3
22,C210430,-22.998482,-43.267742,4
1,B255200,-22.9044,-43.1886,4
1,C300580,-22.907223,-43.357906,4
7,B116510,-22.8775,-43.3357,4
16,B115810,-22.8489,-43.3577,3
6,C30150,-22.951729,-43.348053,4
1,A481690,-22.917509,-43.194233,4
0,A500080,-22.914419,-43.205608,4
0,B710920,-22.9152,-43.2188,4
0,B71103,-22.9045,-43.2643,4
0,C302220,-22.985008,-43.210735,4
3,A412260,-22.965813,-43.218994,4
1,A414440,-22.895891,-43.186802,4
0,B310250,-22.9259,-43.1766,4
1,A020,-22.976843,-43.195766,4
0,A480500,-22.915846,-43.211521,4
0,A481830,-22.926979,-43.240086,4
0,B115740,-22.904,-43.1868,4
0,B116320,-22.8712,-43.342,4
24,B255200,-22.9042,-43.188,5
9,C210430,-22.998966,-43.270752,5
1,A020,-22.976721,-43.195034,5
0,A414440,-22.895947,-43.186783,5
0,B310250,-22.9235,-43.1771,5
1,A481830,-22.924555,-43.240509,5
0,B115740,-22.904,-43.1867,5
0,B116320,-22.8734,-43.3428,5
7,B116510,-22.8813,-43.3295,5
2,A480500,-22.916122,-43.211952,5
1,A500080,-22.913221,-43.203163,5
6,A481690,-22.91651,-43.194397,5
3,B115810,-22.8513,-43.3551,4
0,B516470,-22.8865,-43.2797,4
0,C30150,-22.951729,-43.348053,5
1,B710920,-22.9148,-43.2199,5
0,B71103,-22.9039,-43.2603,5
0,C302220,-22.984859,-43.214146,5
13,A412260,-22.971489,-43.223667,5
1,A020,-22.976391,-43.194595,6
1,B116320,-22.8711,-43.3465,6
14,B255200,-22.9032,-43.1852,6
19,A412260,-22.972937,-43.225082,6
1,A414440,-22.8967,-43.187092,6
0,B310250,-22.9196,-43.1767,6
0,C210430,-22.999353,-43.272297,6
1,A481830,-22.924105,-43.240696,6
0,B115740,-22.9039,-43.1864,6
7,B116510,-22.8821,-43.3261,6
2,A480500,-22.918089,-43.216457,6
0,B516470,-22.8838,-43.2766,5
0,C30150,-22.951729,-43.348053,6
1,A500080,-22.914295,-43.19981,6
0,B710920,-22.9158,-43.2215,6
0,B71103,-22.9037,-43.2581,6
0,C302220,-22.984735,-43.21553,6
1,A481690,-22.916466,-43.195332,6
3,B115810,-22.8545,-43.3517,5
7,C300580,-22.898819,-43.353016,5
8,B516470,-22.8828,-43.2759,6
4,A412260,-22.973772,-43.225994,7
6,B255200,-22.9032,-43.1848,7
3,B116510,-22.8816,-43.3243,7
3,A480500,-22.918591,-43.218132,7
16,B115810,-22.8547,-43.3506,6
7,A481690,-22.912983,-43.195568,7
1,A020,-22.977747,-43.191647,7
0,A414440,-22.897074,-43.18729,7
0,B115740,-22.9036,-43.1862,7
0,B310250,-22.9159,-43.1766,7
0,C210430,-23.000273,-43.273472,7
0,C30150,-22.951729,-43.348053,7
1,A481830,-22.925585,-43.244877,7
0,B710920,-22.9159,-43.2227,7
0,B71103,-22.9035,-43.2558,7
0,C302220,-22.984737,-43.217339,7
1,C300580,-22.898737,-43.352955,6
5,A500080,-22.914301,-43.196918,7
23,B255200,-22.9021,-43.1818,8
2,C300580,-22.89773,-43.35207,7
2,A481690,-22.911749,-43.195305,8
2,A481830,-22.927191,-43.244492,8
6,A500080,-22.914181,-43.196335,8
1,B116510,-22.8803,-43.3228,8
2,A480500,-22.919874,-43.220871,8
5,C30150,-22.951729,-43.348053,8
3,A020,-22.977869,-43.190887,8
7,B516470,-22.881,-43.2716,7
1,B710920,-22.915,-43.2237,8
0,B71103,-22.9031,-43.2522,8
0,C302220,-22.985115,-43.221325,8
8,A412260,-22.974764,-43.226643,8
1,A414440,-22.899637,-43.187485,8
0,B310250,-22.9149,-43.1764,8
0,C210430,-23.003256,-43.276546,8
1,B115740,-22.9034,-43.1859,8
0,B116320,-22.8642,-43.3604,7
1,B115810,-22.8521,-43.3496,7
10,C300580,-22.894907,-43.349697,8
8,C30150,-22.951729,-43.348053,9
7,A020,-22.978012,-43.190247,9
7,A412260,-22.975399,-43.227554,9
0,A481690,-22.909586,-43.196411,9
0,B115810,-22.8521,-43.3496,8
0,B310250,-22.9137,-43.1783,9
1,A414440,-22.90033,-43.186832,9
0,A481830,-22.928247,-43.243896,9
0,C210430,-23.00507,-43.278824,9
1,B115740,-22.9033,-43.1858,9
0,B116320,-22.864,-43.3614,8
6,A500080,-22.912817,-43.190632,9
1,B116510,-22.8769,-43.319,9
2,A480500,-22.920799,-43.224091,9
5,B255200,-22.9021,-43.1786,9
0,B516470,-22.8782,-43.2634,8
1,B710920,-22.9143,-43.2245,9
0,B71103,-22.9028,-43.2489,9
0,C302220,-22.982147,-43.223728,9
11,A020,-22.977434,-43.188503,10
8,A414440,-22.900354,-43.186768,10
3,C300580,-22.892878,-43.348507,9
5,B116510,-22.8767,-43.3219,10
23,B516470,-22.88,-43.2597,9
3,A412260,-22.976189,-43.228809,10
0,A481690,-22.90893,-43.196522,10
1,A481830,-22.930574,-43.24411,10
0,B310250,-22.913,-43.1823,10
1,B115740,-22.9034,-43.1857,10
0,B116320,-22.8619,-43.3654,9
0,C210430,-23.006872,-43.282894,10
3,A480500,-22.921675,-43.228401,10
2,A500080,-22.912056,-43.188694,10
0,B115810,-22.8501,-43.35,9
0,B710920,-22.9138,-43.2251,10
0,B71103,-22.9044,-43.2447,10
0,C30150,-22.951729,-43.348053,10
1,C302220,-22.979961,-43.223824,10
1,B116510,-22.8775,-43.3244,11
27,B255200,-22.9043,-43.1782,10
4,A480500,-22.922405,-43.230019,11
0,C300580,-22.889883,-43.346806,10
3,A481830,-22.931385,-43.245712,11
0,A500080,-22.912043,-43.188053,11
14,B516470,-22.8808,-43.2582,10
1,B115810,-22.8467,-43.3495,10
2,A481690,-22.908091,-43.196106,11
3,A020,-22.975824,-43.187611,11
4,B710920,-22.9132,-43.2254,11
0,B71103,-22.9061,-43.2433,11
0,C30150,-22.951729,-43.348053,11
1,C302220,-22.979336,-43.22403,11
2,A412260,-22.976641,-43.229752,11
1,A414440,-22.900961,-43.186115,11
0,B310250,-22.9125,-43.1851,11
0,C210430,-23.008097,-43.285255,11
1,B115740,-22.9031,-43.1855,11
0,B116320,-22.8626,-43.3664,10
3,A480500,-22.922401,-43.230183,12
15,C300580,-22.885099,-43.343018,11
6,B255200,-22.9088,-43.1765,11
9,A412260,-22.976645,-43.229786,12
1,A414440,-22.901001,-43.186134,12
0,B310250,-22.9124,-43.1855,12
0,C210430,-23.009069,-43.286541,12
1,B115740,-22.9029,-43.1855,12
0,B116320,-22.8618,-43.3681,11
2,A481690,-22.907904,-43.195618,12
4,A500080,-22.911283,-43.186695,12
1,B116510,-22.8751,-43.3255,12
3,B516470,-22.8824,-43.255,11
10,B710920,-22.913,-43.2256,12
0,C30150,-22.951729,-43.348053,12
1,A481830,-22.931965,-43.247017,12
0,C302220,-22.97904,-43.22406,12
1,B115810,-22.8425,-43.3492,11
1,B71103,-22.9102,-43.2383,12
3,A020,-22.97344,-43.186012,12
7,A412260,-22.977827,-43.23304,13
16,B255200,-22.9103,-43.1758,12
5,C300580,-22.882467,-43.336544,12
1,A481830,-22.931986,-43.247078,13
8,A020,-22.970638,-43.183056,13
6,A414440,-22.901363,-43.185677,13
0,B115810,-22.841,-43.3495,12
0,B310250,-22.912,-43.1875,13
0,C210430,-23.010242,-43.28825,13
1,B115740,-22.903,-43.1848,13
0,B116320,-22.8611,-43.3694,12
0,B516470,-22.8826,-43.2547,12
2,A481690,-22.907438,-43.194183,13
4,A500080,-22.910416,-43.184914,13
1,B116510,-22.8762,-43.3241,13
3,B710920,-22.9129,-43.2257,13
0,C30150,-22.951729,-43.348053,13
1,C302220,-22.978863,-43.222107,13
2,B71103,-22.9105,-43.2382,13
1,A480500,-22.926592,-43.235401,13
19,A412260,-22.981384,-43.236279,14
1,A414440,-22.901497,-43.185432,14
5,B255200,-22.9127,-43.1749,13
5,C300580,-22.8822,-43.332722,13
4,B116320,-22.8608,-43.3702,13
2,B710920,-22.9123,-43.2267,14
10,B516470,-22.8853,-43.2525,13
1,B116510,-22.8765,-43.3196,14
4,B115810,-22.8381,-43.3496,13
4,B115740,-22.9031,-43.1847,14
0,B310250,-22.9114,-43.1907,14
0,C210430,-23.013079,-43.295818,14
1,C30150,-22.951729,-43.348053,14
1,C302220,-22.978348,-43.222153,14
2,B71103,-22.9116,-43.2376,14
26,B255200,-22.9117,-43.1765,14
5,C300580,-22.882193,-43.330093,14
5,A480500,-22.929564,-43.237213,14
1,B115810,-22.8337,-43.3467,14
1,A500080,-22.910337,-43.183956,14
7,A481690,-22.905861,-43.192944,14
0,B116320,-22.8573,-43.3703,14
2,B516470,-22.8876,-43.2498,14
2,A020,-22.96471,-43.172337,14
3,A481830,-22.931902,-43.247234,14
