time,id,latitude,longitude,counter
0,B51614,-22.8876,-43.2829,0
0,B550670,-22.9072,-43.173,0
0,B550900,-22.8667,-43.2558,0
0,B711060,-22.925,-43.2508,0
0,C13038,-22.880499,-43.358044,0
0,C30250,-22.991884,-43.36552,0
0,C411180,-22.979073,-43.18898,0
0,C413880,-23.000635,-43.376904,0
0,C47737,-22.953251,-43.350029,0
0,C72054,-22.92065,-43.239697,0
1,A275330,-22.984079,-43.213482,0
0,A276130,-22.9802,-43.226372,0
0,A480290,-22.901638,-43.18008,0
0,A480450,-22.915056,-43.207417,0
0,A715650,-22.960514,-43.205681,0
0,A715980,-22.949926,-43.180386,0
0,A720500,-22.978889,-43.223976,0
0,B115400,-22.8666,-43.3563,0
0,B311500,-22.9399,-43.2003,0
0,B587060,-22.8823,-43.3267,0
0,B710120,-22.9626,-43.1765,0
0,C270100,-22.85545,-43.329182,0
0,C302490,-22.999712,-43.351299,0
0,C476760,-22.999472,-43.360985,0
0,C501170,-22.910418,-43.210754,0
0,C501200,-23.008221,-43.303444,0
0,C826150,-22.896198,-43.310902,0
0,D58674,-22.909128,-43.18449,0
0,D863810,-22.883333,-43.491432,0
0,D867080,-23.000525,-43.371941,0
1,A410680,-22.949247,-43.183788,0
0,A480010,-22.984863,-43.217331,0
0,A480700,-22.936361,-43.244884,0
0,A481720,-22.908962,-43.176136,0
0,A720060,-22.970959,-43.22316,0
0,A720590,-22.93099,-43.177799,0
0,B116150,-22.8682,-43.2561,0
0,B287010,-22.7992,-43.1856,0
0,B311170,-22.9067,-43.1976,0
0,B325920,-22.8245,-43.3857,0
0,B710300,-22.9124,-43.2242,0
0,C130420,-22.922213,-43.371738,0
0,C13095,-22.879725,-43.357914,0
0,C300260,-22.999416,-43.358345,0
0,C446010,-22.875891,-43.33503,0
0,C476380,-22.952242,-43.391808,0
0,D586460,-22.879747,-43.465687,0
0,D861100,-22.88999,-43.524185,0
0,D863320,-22.901697,-43.554729,0
1,A411260,-22.900826,-43.207844,0
0,A480490,-22.984179,-43.213459,0
0,A480530,-22.909325,-43.204647,0
0,A481540,-22.902163,-43.178806,0
0,A715740,-22.988504,-43.227539,0
0,A716130,-22.911495,-43.194809,0
0,A72056,-22.937166,-43.370346,0
0,B271010,-22.906,-43.268,0
0,B326400,-22.8856,-43.3979,0
0,B710010,-22.9121,-43.1869,0
0,B711580,-22.9129,-43.2258,0
0,C270300,-22.80579,-43.322041,0
0,C418870,-22.808798,-43.252895,0
0,D132100,-22.880224,-43.468769,0
0,D861800,-22.897163,-43.564674,0
0,D861820,-22.923225,-43.565666,0
0,D867420,-22.894854,-43.532722,0
1,A412860,-22.926737,-43.209587,0
0,A413270,-22.983521,-43.214321,0
0,A413550,-22.978153,-43.190853,0
0,A481120,-22.909883,-43.20282,0
0,A48129,-22.910166,-43.234234,0
0,A715840,-22.9604,-43.204067,0
0,A715900,-22.967505,-43.184002,0
0,B115390,-22.8759,-43.3353,0
0,B580290,-22.8552,-43.2638,0
0,B631090,-22.8378,-43.2875,0
0,B710380,-22.9062,-43.1766,0
0,C270410,-22.81352,-43.309349,0
0,C446320,-22.857401,-43.329342,0
0,C446540,-22.87781,-43.328751,0
0,C479400,-22.907969,-43.217838,0
0,C500600,-22.979448,-43.292351,0
0,C515360,-22.829073,-43.398445,0
0,C515770,-22.887072,-43.286713,0
0,D861790,-22.901428,-43.5546,0
0,D864040,-22.888542,-43.521572,0
0,D867540,-22.899662,-43.205177,0
1,A410070,-22.89782,-43.199398,0
0,A413080,-22.9009,-43.207973,0
0,A480870,-22.905092,-43.187832,0
0,A715690,-22.915556,-43.209507,0
0,B271280,-22.8305,-43.3269,0
0,B271600,-22.8858,-43.252,0
0,B271800,-22.8826,-43.3232,0
17,C130420,-22.921986,-43.371437,1
7,C300580,-22.918144,-43.36097,1
1,A275410,-22.979429,-43.223808,1
0,A275420,-22.99971,-43.352089,1
0,A27559,-22.988529,-43.228191,1
0,A275730,-22.913891,-43.236691,1
0,A276750,-22.917471,-43.21027,1
0,A276820,-22.91803,-43.211971,1
0,A481690,-22.925076,-43.199665,1
0,A720060,-22.968531,-43.221046,1
0,B325080,-22.8536,-43.2479,1
1,A275330,-22.984079,-43.213482,1
0,A276130,-22.980181,-43.22636,1
2,A481830,-22.925711,-43.23473,1
0,B116510,-22.8755,-43.3392,1
0,C826000,-22.912619,-43.226826,1
0,D58626,-22.904764,-43.189083,1
1,A020,-22.976511,-43.1987,1
0,A418510,-22.899271,-43.177345,1
0,A480500,-22.913336,-43.210255,1
0,D58740,-22.872187,-43.464939,1
1,A481790,-22.920761,-43.208714,1
0,B710380,-22.9062,-43.1766,1
1,A480450,-22.914595,-43.206524,1
0,B115400,-22.8666,-43.3563,1
0,B115810,-22.8382,-43.3625,1
0,B587060,-22.882,-43.3258,1
0,D58674,-22.909157,-43.184483,1
0,D863810,-22.882658,-43.486916,1
1,A480010,-22.984575,-43.217659,1
0,A481720,-22.912964,-43.175007,1
0,A720590,-22.929655,-43.177525,1
0,B311170,-22.9064,-43.1966,1
0,C826150,-22.896158,-43.310886,1
0,D586460,-22.879965,-43.464798,1
0,D861100,-22.891106,-43.527157,1
1,A411260,-22.900829,-43.207844,1
0,A412860,-22.928972,-43.209358,1
0,A413080,-22.900524,-43.207813,1
0,A72056,-22.937977,-43.369678,1
0,D861800,-22.897346,-43.564907,1
0,D861820,-22.921736,-43.563705,1
0,D867420,-22.894844,-43.532715,1
0,D867540,-22.898588,-43.205711,1
1,A413270,-22.984537,-43.214764,1
0,A413550,-22.97821,-43.190739,1
0,A480490,-22.984167,-43.213455,1
0,A48129,-22.910389,-43.233246,1
0,A715740,-22.987312,-43.224968,1
0,A715900,-22.968624,-43.185776,1
0,B115390,-22.8749,-43.3367,1
0,B631090,-22.8392,-43.2834,1
0,D861790,-22.901392,-43.554531,1
0,D864040,-22.885807,-43.520077,1
1,A410070,-22.899235,-43.200798,1
1,A481120,-22.90941,-43.200829,1
0,A715840,-22.960205,-43.202652,1
0,A716130,-22.912106,-43.197918,1
1,B311500,-22.9399,-43.2003,1
1,A480700,-22.935595,-43.243965,1
0,A481540,-22.903559,-43.178177,1
1,A500080,-22.916946,-43.2104,1
0,A715650,-22.960388,-43.204346,1
0,C501200,-23.007519,-43.303455,1
3,C500600,-22.977751,-43.29134,1
1,C475950,-22.915567,-43.26263,1
1,C477590,-22.955128,-43.337414,1
1,C13038,-22.880499,-43.358044,1
1,A715690,-22.915764,-43.210285,1
1,B116150,-22.8687,-43.2556,1
0,C500760,-22.918762,-43.218433,1
0,D863320,-22.901884,-43.554794,1
1,A481760,-22.918472,-43.195267,1
0,D586460,-22.880081,-43.464809,2
2,A480870,-22.905159,-43.187752,1
1,A480530,-22.910179,-43.208191,1
1,C30257,-22.952101,-43.348034,1
1,B255200,-22.9058,-43.1927,1
0,B516470,-22.8861,-43.2891,1
0,B710920,-22.9162,-43.2123,1
0,B71103,-22.9062,-43.2707,1
0,C30150,-22.951729,-43.348053,1
0,C303030,-23.007063,-43.307693,1
0,C475080,-22.906357,-43.176643,1
1,B51624,-22.8763,-43.3686,1
0,C13182,-22.955223,-43.338974,1
0,C30034,-22.999599,-43.363136,1
0,C302220,-22.985388,-43.204227,1
0,C501170,-22.911301,-43.209904,1
1,B550670,-22.9063,-43.1763,1
0,B711060,-22.9262,-43.2481,1
0,C30250,-22.991467,-43.365517,1
0,C47737,-22.953251,-43.350029,1
1,B710120,-22.9635,-43.1781,1
0,C302490,-22.999706,-43.351597,1
0,C476760,-22.999426,-43.362431,1
1,B325920,-22.8225,-43.3879,1
0,B710300,-22.9126,-43.2245,1
0,C13095,-22.879725,-43.357914,1
0,C300260,-22.999493,-43.358543,1
0,C476380,-22.955139,-43.392277,1
1,A720840,-22.920732,-43.218945,1
0,B710010,-22.9121,-43.1876,1
0,B711580,-22.9142,-43.2282,1
0,C418870,-22.808798,-43.252895,1
0,D132100,-22.880159,-43.466805,1
1,A480290,-22.903358,-43.185448,1
0,C515360,-22.827961,-43.400513,1
3,A412260,-22.962297,-43.215691,1
0,A480290,-22.903509,-43.185921,2
0,C210470,-23.003447,-43.278011,1
1,A414440,-22.895195,-43.184032,1
0,B116320,-22.8726,-43.3389,1
0,B310250,-22.9327,-43.1788,1
0,C210430,-22.995312,-43.258869,1
0,C413960,-22.900997,-43.185791,1
0,C826000,-22.912128,-43.226322,2
0,C863070,-22.999735,-43.353695,1
1,B115740,-22.9043,-43.1876,1
0,C414090,-22.955864,-43.196453,1
0,C414100,-22.905424,-43.193001,1
0,D867850,-22.891479,-43.565163,1
1,A410170,-22.911083,-43.175488,1
0,A715980,-22.955067,-43.178288,1
0,B311310,-22.9485,-43.1822,1
0,B311610,-22.9697,-43.1851,1
0,C411180,-22.977104,-43.188267,1
0,C413880,-23.000618,-43.376236,1
0,C72054,-22.918896,-43.240852,1
1,A720500,-22.978914,-43.224155,1
0,D867080,-23.000509,-43.371353,1
1,A410680,-22.949455,-43.185692,1
4,D867850,-22.892143,-43.566105,2
5,C476760,-22.999222,-43.363159,2
1,A715980,-22.955652,-43.177963,2
5,C500760,-22.920006,-43.221127,2
1,B255200,-22.9053,-43.1915,2
1,A715650,-22.960442,-43.203892,2
0,B116320,-22.8726,-43.339,2
1,A275410,-22.979259,-43.224201,2
0,A275420,-22.99972,-43.352169,2
0,A27559,-22.988529,-43.228191,2
0,A275730,-22.91489,-43.240921,2
0,A276750,-22.918011,-43.210098,2
0,A276820,-22.91749,-43.211109,2
0,B271640,-22.8799,-43.2684,1
0,B550670,-22.9063,-43.1768,2
0,B550900,-22.8695,-43.2587,1
0,C30250,-22.99111,-43.365501,2
1,A275330,-22.98192,-43.213329,2
0,A276130,-22.979589,-43.22633,2
0,B270200,-22.8561,-43.3567,1
0,B270360,-22.8721,-43.3368,1
0,B270550,-22.8321,-43.3091,1
0,C270100,-22.85087,-43.326771,1
2,B326400,-22.8845,-43.4039,1
0,C446010,-22.877001,-43.336201,1
1,B287010,-22.7992,-43.1856,1
0,B580290,-22.8545,-43.2621,1
0,C270300,-22.809259,-43.321339,1
0,C270410,-22.80913,-43.308128,1
0,C446320,-22.85994,-43.329769,1
0,C479400,-22.905293,-43.218201,1
0,C515770,-22.885084,-43.290306,1
1,B271010,-22.9078,-43.2705,1
0,B271280,-22.8318,-43.3286,1
0,B271600,-22.8827,-43.2546,1
0,B271800,-22.8822,-43.3243,1
0,B710380,-22.9063,-43.178,2
1,C446540,-22.87686,-43.33432,1
3,A480450,-22.912252,-43.204285,2
3,A412260,-22.963297,-43.216633,2
0,B310250,-22.9308,-43.1776,2
1,A020,-22.976538,-43.198166,2
0,A414440,-22.894947,-43.186314,2
0,A481830,-22.927731,-43.23608,2
0,C210430,-22.99633,-43.260757,2
0,C210470,-23.004488,-43.278175,2
0,C863070,-22.999678,-43.35516,2
0,D58626,-22.90674,-43.186943,2
0,D58740,-22.872576,-43.464993,2
1,A418510,-22.899862,-43.179344,2
0,A480500,-22.914103,-43.210243,2
0,A480530,-22.910963,-43.21059,2
0,A481790,-22.917696,-43.209476,2
0,B115740,-22.9042,-43.1875,2
0,B311610,-22.9695,-43.1852,2
0,C413960,-22.900923,-43.185612,2
0,C414090,-22.955631,-43.196224,2
0,C414100,-22.904602,-43.192577,2
1,A481760,-22.920372,-43.196625,2
0,A716130,-22.912598,-43.200878,2
0,B115390,-22.874,-43.3369,2
0,B311310,-22.9474,-43.1824,2
0,C411180,-22.976522,-43.187954,2
0,C413880,-23.000628,-43.376076,2
0,C72054,-22.918217,-43.242008,2
1,A720500,-22.978922,-43.224186,2
0,B115400,-22.8666,-43.3563,2
0,B587060,-22.881,-43.3248,2
0,D58674,-22.909267,-43.18446,2
0,D863810,-22.882288,-43.483685,2
0,D867080,-23.0005,-43.370785,2
1,A410170,-22.911247,-43.175423,2
0,A410680,-22.949438,-43.186832,2
0,A412860,-22.934277,-43.210011,2
0,A480010,-22.984417,-43.217686,2
0,A481720,-22.911669,-43.175632,2
0,A720590,-22.926201,-43.176579,2
0,B311170,-22.9073,-43.1987,2
0,C826150,-22.896193,-43.310116,2
0,D861100,-22.89274,-43.532448,2
1,A411260,-22.900473,-43.207355,2
0,A72056,-22.940638,-43.367935,2
0,C475950,-22.913723,-43.263905,2
0,D861800,-22.89823,-43.565762,2
0,D861820,-22.920332,-43.563046,2
0,D867420,-22.894819,-43.532715,2
1,A413080,-22.900412,-43.203384,2
0,A413270,-22.98472,-43.216667,2
0,A413550,-22.974894,-43.189568,2
0,A480490,-22.983839,-43.211559,2
0,A48129,-22.910952,-43.225986,2
0,A715740,-22.987509,-43.22443,2
0,A715900,-22.968721,-43.185921,2
0,B631090,-22.8397,-43.2825,2
0,D864040,-22.884066,-43.517002,2
1,A410070,-22.900129,-43.206509,2
0,D861790,-22.901388,-43.554531,2
1,A481120,-22.909319,-43.200523,2
0,A715840,-22.959433,-43.200893,2
0,B116150,-22.8668,-43.2558,2
0,B116510,-22.8756,-43.339,2
0,B311500,-22.9399,-43.2003,2
1,C300260,-22.999508,-43.358864,2
2,A481540,-22.905487,-43.177567,2
1,A500080,-22.915459,-43.207859,2
0,C501170,-22.912462,-43.209934,2
0,C515360,-22.823854,-43.404297,2
2,A480870,-22.908352,-43.186512,2
0,C500600,-22.97431,-43.285938,2
1,B516470,-22.8874,-43.2866,2
0,B710920,-22.9176,-43.2157,2
0,B71103,-22.9052,-43.2692,2
0,C30150,-22.951729,-43.348053,2
0,C30257,-22.952101,-43.348034,2
0,C303030,-23.006556,-43.310768,2
0,C475080,-22.906391,-43.17791,2
1,A720840,-22.919722,-43.220558,2
0,B51624,-22.8763,-43.3686,2
0,C13182,-22.956215,-43.336918,2
0,C30034,-22.998993,-43.363682,2
0,C300580,-22.915071,-43.360657,2
0,C302220,-22.985163,-43.207348,2
0,C477590,-22.956207,-43.341042,2
1,A480700,-22.933424,-43.241772,2
0,B271640,-22.8797,-43.2678,2
0,B51614,-22.8853,-43.2902,1
0,C13038,-22.880499,-43.358044,2
0,C47737,-22.953251,-43.350029,2
0,D586460,-22.880106,-43.464844,3
1,A715690,-22.917351,-43.214989,2
0,B710120,-22.9652,-43.1809,2
0,B711060,-22.9263,-43.2474,2
0,C302490,-22.999708,-43.352322,2
1,B710300,-22.9126,-43.2245,2
0,C130420,-22.92135,-43.370453,2
0,C13095,-22.880573,-43.358543,2
0,C476380,-22.955254,-43.39241,2
0,D863320,-22.90151,-43.554222,2
1,A481690,-22.923294,-43.197765,2
0,A720060,-22.964058,-43.217319,2
0,B710010,-22.9119,-43.1879,2
0,B711580,-22.9156,-43.2295,2
0,C418870,-22.808798,-43.252895,2
0,D132100,-22.879709,-43.465767,2
1,D867540,-22.897522,-43.203758,2
15,C300580,-22.913084,-43.36042,3
1,C501170,-22.912481,-43.209988,3
1,D58674,-22.909592,-43.184311,3
3,A413550,-22.974358,-43.189129,3
3,A481120,-22.908663,-43.198372,3
1,B255200,-22.9046,-43.1893,3
0,C475950,-22.913481,-43.264656,3
2,A275410,-22.97916,-43.224239,3
0,A275420,-22.999729,-43.352169,3
0,A27559,-22.988529,-43.228191,3
0,A275730,-22.915409,-43.24387,3
0,A276750,-22.92153,-43.20998,3
0,A276820,-22.91721,-43.210739,3
0,B325080,-22.8568,-43.248,2
0,B550670,-22.9063,-43.1768,3
0,B550900,-22.8699,-43.2649,2
0,C501200,-23.010481,-43.296864,2
1,A275330,-22.98074,-43.209969,3
0,A276130,-22.979549,-43.226341,3
0,C270100,-22.84815,-43.325069,2
1,B270200,-22.8567,-43.3536,2
0,B270360,-22.8723,-43.3366,2
0,B270550,-22.833,-43.309,2
0,B325920,-22.8198,-43.3907,2
1,B326400,-22.8834,-43.4078,2
1,A480700,-22.932354,-43.240555,3
0,B580290,-22.8518,-43.2639,2
0,C270410,-22.80827,-43.306049,2
0,C446010,-22.879311,-43.332958,2
0,C446320,-22.863171,-43.332241,2
0,C479400,-22.904274,-43.21685,2
0,C515770,-22.884384,-43.290882,2
1,B271280,-22.8329,-43.3284,2
0,B271600,-22.8808,-43.2581,2
0,B271800,-22.8807,-43.3233,2
0,B287010,-22.7992,-43.1856,2
0,B710380,-22.9063,-43.1786,3
0,C270300,-22.81147,-43.320671,2
1,B271010,-22.9096,-43.271,2
1,A720500,-22.978954,-43.224186,3
0,C446540,-22.874729,-43.334721,2
0,D863320,-22.901407,-43.554222,3
1,A715690,-22.91864,-43.218212,3
1,A480450,-22.910673,-43.203777,3
2,A480290,-22.905565,-43.192749,3
1,B115810,-22.8443,-43.3619,2
1,B711580,-22.9174,-43.2309,3
4,A480530,-22.911922,-43.209816,3
1,B516470,-22.8877,-43.2838,3
1,C13182,-22.961807,-43.334999,3
1,B51614,-22.884,-43.2914,2
2,A412260,-22.964344,-43.217628,3
0,A715900,-22.970133,-43.188004,3
0,B115390,-22.8727,-43.3389,3
0,C210470,-23.006035,-43.28138,3
1,A020,-22.976721,-43.197144,3
0,A414440,-22.895576,-43.186653,3
0,B310250,-22.928,-43.177,3
0,C413960,-22.901392,-43.185417,3
0,C826000,-22.910515,-43.221741,3
0,C863070,-22.999651,-43.355892,3
0,D58626,-22.906687,-43.18692,3
0,D58740,-22.872717,-43.464878,3
0,D867540,-22.896729,-43.201759,3
1,A418510,-22.897425,-43.180763,3
0,A480500,-22.914719,-43.210236,3
0,A481760,-22.922567,-43.197407,3
0,A481790,-22.915213,-43.207787,3
0,A481830,-22.929834,-43.237476,3
0,A716130,-22.913965,-43.204933,3
0,B115740,-22.9041,-43.1871,3
0,B116320,-22.8718,-43.3405,3
0,C210430,-22.997953,-43.266178,3
0,C414100,-22.904488,-43.192482,3
1,B311310,-22.9407,-43.1826,3
0,B311610,-22.9692,-43.185,3
0,C411180,-22.975138,-43.187176,3
0,C413880,-23.000618,-43.375652,3
0,C500760,-22.920851,-43.223427,3
0,C72054,-22.920195,-43.24424,3
1,A481540,-22.907305,-43.177029,3
0,A720590,-22.920536,-43.175423,3
0,B115400,-22.8666,-43.3563,3
0,B587060,-22.8811,-43.3251,3
0,C414090,-22.955347,-43.195412,3
0,D863810,-22.880339,-43.47596,3
0,D867080,-23.000484,-43.370426,3
1,A410170,-22.915983,-43.176414,3
0,A480010,-22.983286,-43.21804,3
0,A481720,-22.911789,-43.175442,3
0,B311170,-22.9093,-43.205,3
0,C500600,-22.972649,-43.284157,3
0,C826150,-22.896158,-43.309853,3
0,D861100,-22.895557,-43.537777,3
1,A411260,-22.900423,-43.20607,3
0,A720060,-22.961283,-43.212257,3
0,A72056,-22.943808,-43.365887,3
0,B71103,-22.9048,-43.2648,3
0,C30150,-22.951729,-43.348053,3
0,C30257,-22.952101,-43.348034,3
0,C303030,-23.006155,-43.314461,3
0,C475080,-22.906702,-43.178741,3
0,D861800,-22.900318,-43.566982,3
0,D861820,-22.916012,-43.563354,3
0,D867420,-22.894812,-43.532707,3
1,A412860,-22.940874,-43.202393,3
0,A413270,-22.984852,-43.217564,3
0,A480490,-22.984169,-43.205948,3
0,A48129,-22.911001,-43.224556,3
0,A715740,-22.987061,-43.221909,3
0,B51624,-22.8763,-43.3686,3
0,B631090,-22.84,-43.2821,3
0,B710920,-22.917,-43.2178,3
0,C30034,-22.998817,-43.363853,3
0,C302220,-22.985119,-43.209057,3
0,C477590,-22.95764,-43.342575,3
0,D861790,-22.901022,-43.552719,3
0,D864040,-22.881025,-43.510303,3
1,A410070,-22.904444,-43.207241,3
0,B271640,-22.8785,-43.2614,3
0,C13038,-22.880499,-43.358044,3
0,C30250,-22.990704,-43.365517,3
0,C47737,-22.953201,-43.349918,3
1,A413080,-22.900732,-43.200699,3
0,A481690,-22.921667,-43.197098,3
0,A715840,-22.95833,-43.199593,3
0,B116510,-22.877,-43.3367,3
0,B311500,-22.9398,-43.2003,3
0,B710120,-22.9671,-43.1832,3
0,C302490,-22.999714,-43.353024,3
0,C476760,-22.998056,-43.364639,3
1,B710300,-22.9129,-43.2249,3
0,C130420,-22.920111,-43.367908,3
0,C13095,-22.880306,-43.357052,3
0,C300260,-22.999479,-43.359497,3
0,C476380,-22.955254,-43.39241,3
1,A715650,-22.959635,-43.201286,3
0,B710010,-22.9108,-43.1884,3
0,B711060,-22.9262,-43.2462,3
0,C418870,-22.808798,-43.252895,3
0,D132100,-22.879696,-43.464714,3
0,D867850,-22.895741,-43.568741,3
1,B580290,-22.8505,-43.2649,3
0,C515770,-22.88409,-43.291168,3
1,A500080,-22.914576,-43.206264,3
0,C446010,-22.8813,-43.329571,3
0,C515360,-22.82266,-43.407207,3
1,A480870,-22.910049,-43.191368,3
3,A480700,-22.931314,-43.23867,4
0,A720840,-22.921053,-43.226952,3
0,B116150,-22.8646,-43.2565,3
2,A715980,-22.962973,-43.176807,3
1,A410680,-22.94993,-43.191097,3
10,A720500,-22.978609,-43.224529,4
5,C210430,-22.998482,-43.267742,4
1,B255200,-22.9044,-43.1886,4
1,C300580,-22.907223,-43.357906,4
1,A275410,-22.978741,-43.224522,4
0,A275420,-22.999729,-43.35218,4
0,A27559,-22.988529,-43.228191,4
0,A275730,-22.916059,-43.247269,4
0,A276750,-22.923639,-43.209808,4
0,A276820,-22.91571,-43.208389,4
0,B325080,-22.8616,-43.2481,3
0,B550670,-22.9063,-43.1772,4
0,B550900,-22.8691,-43.268,3
0,C47737,-22.953201,-43.349918,4
0,C500760,-22.920971,-43.226589,4
1,A275330,-22.97897,-43.200352,4
0,A276130,-22.978979,-43.226318,4
0,C270100,-22.84763,-43.32481,3
0,D58674,-22.909828,-43.184216,4
1,A480010,-22.983383,-43.217827,4
0,A481720,-22.910957,-43.175102,4
0,B325920,-22.8183,-43.3907,3
0,C826150,-22.896193,-43.309853,4
1,B270200,-22.8587,-43.3519,3
0,B270360,-22.8758,-43.335,3
0,B270550,-22.8361,-43.3089,3
0,B326400,-22.8821,-43.4098,3
1,A480490,-22.984276,-43.205898,4
0,A48129,-22.910894,-43.223946,4
0,C270410,-22.807911,-43.30415,3
0,C446320,-22.864559,-43.333801,3
0,C479400,-22.905329,-43.216202,3
0,D861790,-22.901062,-43.550083,4
1,B271280,-22.8316,-43.3285,3
0,B271600,-22.8791,-43.2604,3
0,B271800,-22.8786,-43.3233,3
1,A481120,-22.907873,-43.195782,4
0,A481760,-22.923992,-43.198196,4
0,B116510,-22.8775,-43.3357,4
0,B287010,-22.7992,-43.1856,3
1,B271010,-22.9133,-43.27,3
0,B311500,-22.9398,-43.2003,4
0,C270300,-22.81279,-43.318539,3
1,A716130,-22.914425,-43.206493,4
0,C446540,-22.87203,-43.33614,3
1,C501200,-23.008642,-43.298485,3
1,A715840,-22.958216,-43.199562,4
4,A720840,-22.922108,-43.230324,4
0,B116150,-22.8608,-43.2578,4
3,A410680,-22.950508,-43.193081,4
0,D863320,-22.901327,-43.554722,4
2,A480450,-22.910395,-43.203743,4
0,B115390,-22.8719,-43.3403,4
1,B51614,-22.8816,-43.2946,3
2,B115810,-22.8489,-43.3577,3
1,D867850,-22.897787,-43.567505,4
1,A480870,-22.91099,-43.193047,4
0,C500600,-22.97072,-43.281776,4
0,D586460,-22.882799,-43.463882,4
1,C826000,-22.910595,-43.218845,4
1,A481760,-22.92428,-43.198441,5
0,C501170,-22.914694,-43.210316,4
1,A480530,-22.912834,-43.210049,4
1,C30150,-22.951729,-43.348053,4
0,C30257,-22.952101,-43.348034,4
0,C303030,-23.007006,-43.311481,4
0,C475080,-22.906773,-43.180733,4
0,C475950,-22.909986,-43.269672,4
1,A481690,-22.917509,-43.194233,4
0,A500080,-22.914419,-43.205608,4
0,B51624,-22.8763,-43.3686,4
0,B710920,-22.9152,-43.2188,4
0,B71103,-22.9045,-43.2643,4
0,C13182,-22.963943,-43.335125,4
0,C30034,-22.998501,-43.364197,4
0,C302220,-22.985008,-43.210735,4
0,C477590,-22.956633,-43.345726,4
1,A275410,-22.97871,-43.224522,5
0,A275420,-22.99972,-43.35218,5
0,A27559,-22.988529,-43.228191,5
0,A275730,-22.9163,-43.248749,5
0,A276130,-22.97897,-43.226318,5
0,A276750,-22.92392,-43.209759,5
0,A276820,-22.914431,-43.205818,5
0,B550670,-22.9064,-43.1781,5
0,C13038,-22.880499,-43.358044,4
0,C30250,-22.989651,-43.36549,4
1,A275330,-22.974831,-43.198978,5
0,A481790,-22.914131,-43.204952,4
0,A715900,-22.970814,-43.188786,4
0,B710120,-22.969,-43.1864,4
0,C302490,-22.999704,-43.354065,4
0,C476760,-22.996996,-43.365543,4
1,A410170,-22.919783,-43.176304,4
0,A412260,-22.965813,-43.218994,4
0,B325920,-22.8166,-43.3889,4
0,B710300,-22.913,-43.225,4
0,C130420,-22.919594,-43.365795,4
0,C13095,-22.880157,-43.357738,4
0,C210470,-23.007763,-43.284473,4
0,C300260,-22.999504,-43.360161,4
0,C476380,-22.955254,-43.39241,4
1,A414440,-22.895891,-43.186802,4
0,A715650,-22.959038,-43.200115,4
0,B310250,-22.9259,-43.1766,4
0,B710010,-22.9104,-43.1884,4
0,B711060,-22.9237,-43.2467,4
0,B711580,-22.9191,-43.2333,4
0,C413960,-22.901554,-43.185238,4
0,C418870,-22.808798,-43.252895,4
0,C863070,-22.99963,-43.356346,4
0,D132100,-22.879774,-43.464397,4
0,D58626,-22.906673,-43.186939,4
0,D58740,-22.873028,-43.46492,4
0,D867540,-22.894775,-43.198078,4
1,A020,-22.976843,-43.195766,4
0,A418510,-22.894905,-43.185074,4
0,A480500,-22.915846,-43.211521,4
0,A481540,-22.908115,-43.176796,4
0,A481830,-22.926979,-43.240086,4
